Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,12.816,3,0.2,4.3254
Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,314.352,3,0.2,-15.7176
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,18.98,2,0.0,8.9206
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,18.24,6,0.2,6.156
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,12.96,9,0.2,4.536
Standard Class,Consumer,Yonkers,New York,East,Office Supplies,Binders,40.176,3,0.2,14.5638
Standard Class,Consumer,Yonkers,New York,East,Office Supplies,Binders,10.896,3,0.2,3.9498
Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,19.44,3,0.0,9.3312
Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,9.82,2,0.0,3.2406
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,14.56,2,0.0,6.2608
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,3.048,1,0.2,1.0287
Second Class,Consumer,Freeport,New York,East,Office Supplies,Binders,17.248,2,0.2,6.0368
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,88.04,4,0.0,22.8904
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,13.48,2,0.0,6.74
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,29.8,5,0.2,9.3125
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,41.328,7,0.2,14.9814
Standard Class,Corporate,New York City,New York,East,Furniture,Tables,53.316,2,0.4,-19.5492
Standard Class,Corporate,New York City,New York,East,Office Supplies,Appliances,56.52,3,0.0,15.8256
First Class,Corporate,New York City,New York,East,Office Supplies,Paper,80.88,3,0.0,39.6312
Second Class,Consumer,New York City,New York,East,Furniture,Chairs,172.764,2,0.1,32.6332
Standard Class,Corporate,New York City,New York,East,Office Supplies,Labels,20.7,2,0.0,9.936
Standard Class,Corporate,New York City,New York,East,Office Supplies,Supplies,10.95,3,0.0,3.285
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,14.352,3,0.2,4.6644
Same Day,Consumer,New York City,New York,East,Office Supplies,Storage,13.96,2,0.0,0.2792
Same Day,Consumer,New York City,New York,East,Furniture,Tables,27.414,3,0.4,-14.1639
Standard Class,Corporate,Watertown,New York,East,Office Supplies,Appliances,35.91,3,0.0,9.6957
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,22.58,2,0.0,5.8708
Standard Class,Corporate,Long Beach,New York,East,Office Supplies,Paper,19.44,3,0.0,9.3312
Standard Class,Home Office,New York City,New York,East,Office Supplies,Paper,17.04,3,0.0,7.668
Standard Class,Home Office,New York City,New York,East,Office Supplies,Storage,344.91,3,0.0,10.3473
Second Class,Consumer,New York City,New York,East,Office Supplies,Labels,21.93,3,0.0,10.3071
Same Day,Home Office,New York City,New York,East,Office Supplies,Labels,7.31,1,0.0,3.4357
Same Day,Home Office,New York City,New York,East,Office Supplies,Paper,41.28,6,0.0,18.9888
Standard Class,Consumer,Mount Vernon,New York,East,Office Supplies,Envelopes,62.28,4,0.0,29.2716
Second Class,Corporate,New York City,New York,East,Office Supplies,Envelopes,47.98,2,0.0,23.99
Standard Class,Home Office,New York City,New York,East,Office Supplies,Paper,11.36,2,0.0,5.2256
Standard Class,Home Office,New York City,New York,East,Furniture,Chairs,69.264,2,0.1,14.6224
Standard Class,Corporate,Long Beach,New York,East,Office Supplies,Appliances,16.78,2,0.0,4.195
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,42.93,9,0.0,19.3185
Standard Class,Consumer,New Rochelle,New York,East,Furniture,Furnishings,60.72,3,0.0,26.1096
First Class,Consumer,New York City,New York,East,Office Supplies,Paper,46.76,7,0.0,22.4448
First Class,Consumer,New York City,New York,East,Office Supplies,Art,68.97,3,0.0,19.3116
First Class,Consumer,New York City,New York,East,Office Supplies,Art,21.24,3,0.0,8.0712
First Class,Consumer,New York City,New York,East,Office Supplies,Paper,19.65,3,0.0,9.039
First Class,Consumer,New York City,New York,East,Office Supplies,Appliances,59.7,3,0.0,26.865
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,16.38,9,0.0,7.371
Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,321.568,2,0.2,-16.0784
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,12.96,2,0.0,6.2208
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,24.9,5,0.0,11.703
Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,34.86,7,0.0,16.0356
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,89.34,6,0.0,24.1218
Standard Class,Home Office,Rome,New York,East,Office Supplies,Paper,99.9,5,0.0,47.952
Standard Class,Home Office,Rome,New York,East,Furniture,Furnishings,39.08,4,0.0,14.4596
First Class,Consumer,New York City,New York,East,Office Supplies,Storage,40.44,3,0.0,10.5144
Standard Class,Consumer,Rochester,New York,East,Technology,Phones,45.99,1,0.0,13.3371
Standard Class,Consumer,Rochester,New York,East,Office Supplies,Binders,6.096,2,0.2,2.0574
Standard Class,Consumer,Rochester,New York,East,Office Supplies,Paper,45.36,7,0.0,21.7728
Standard Class,Corporate,New York City,New York,East,Office Supplies,Storage,77.55,5,0.0,20.163
Standard Class,Corporate,New York City,New York,East,Office Supplies,Storage,24.88,2,0.0,6.9664
Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,140.75,5,0.0,39.41
Standard Class,Corporate,New York City,New York,East,Office Supplies,Storage,36.63,3,0.0,9.8901
Standard Class,Home Office,New York City,New York,East,Furniture,Chairs,145.764,2,0.1,-8.098
Second Class,Consumer,Auburn,New York,East,Office Supplies,Fasteners,29.61,9,0.0,13.3245
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,48.896,2,0.2,18.336
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,7.856,2,0.2,2.8478
Standard Class,Home Office,New York City,New York,East,Office Supplies,Art,25.99,1,0.0,7.5371
Second Class,Corporate,Long Beach,New York,East,Office Supplies,Labels,8.67,3,0.0,4.0749
Second Class,Corporate,Long Beach,New York,East,Office Supplies,Supplies,25.71,3,0.0,6.6846
First Class,Consumer,Buffalo,New York,East,Furniture,Chairs,63.882,1,0.1,10.647
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,24.96,4,0.0,11.232
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,13.776,3,0.2,4.4772
Second Class,Consumer,Rochester,New York,East,Office Supplies,Binders,10.512,3,0.2,3.6792
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,20.368,1,0.2,7.3834
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,49.848,3,0.2,16.8237
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,25.92,6,0.2,9.072
Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,91.59,3,0.0,42.1314
First Class,Consumer,New York City,New York,East,Office Supplies,Art,57.75,5,0.0,16.17
First Class,Consumer,New York City,New York,East,Office Supplies,Paper,14.94,3,0.0,7.0218
Second Class,Consumer,New York City,New York,East,Office Supplies,Art,12.42,3,0.0,5.2164
Standard Class,Corporate,New York City,New York,East,Technology,Phones,85.9,2,0.0,2.577
First Class,Consumer,New York City,New York,East,Office Supplies,Binders,21.36,5,0.2,7.209
First Class,Consumer,New York City,New York,East,Office Supplies,Binders,6.688,2,0.2,2.3408
Same Day,Consumer,New York City,New York,East,Office Supplies,Labels,14.4,5,0.0,7.056
Standard Class,Home Office,New York City,New York,East,Office Supplies,Binders,52.064,4,0.2,18.8732
Standard Class,Home Office,New York City,New York,East,Office Supplies,Storage,17.94,3,0.0,3.0498
Second Class,Corporate,New York City,New York,East,Office Supplies,Supplies,347.58,3,0.0,17.379
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,35.48,1,0.0,0.0
Standard Class,Consumer,Oceanside,New York,East,Office Supplies,Fasteners,34.44,3,0.0,16.1868
Standard Class,Consumer,Oceanside,New York,East,Office Supplies,Binders,79.056,9,0.2,28.6578
Same Day,Consumer,New York City,New York,East,Office Supplies,Envelopes,68.46,7,0.0,31.4916
Same Day,Consumer,New York City,New York,East,Technology,Phones,16.99,1,0.0,4.4174
Same Day,Consumer,New York City,New York,East,Office Supplies,Paper,44.82,9,0.0,21.0654
Standard Class,Home Office,New York City,New York,East,Office Supplies,Appliances,58.73,7,0.0,14.6825
Standard Class,Home Office,New York City,New York,East,Office Supplies,Binders,93.344,4,0.2,32.6704
Standard Class,Consumer,Mount Vernon,New York,East,Office Supplies,Envelopes,23.34,3,0.0,10.9698
Standard Class,Consumer,Mount Vernon,New York,East,Office Supplies,Paper,51.55,5,0.0,24.2285
Standard Class,Consumer,New York City,New York,East,Office Supplies,Supplies,63.84,8,0.0,18.5136
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,3.592,1,0.2,1.1225
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,2.688,1,0.2,0.84
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,6.6,3,0.0,2.904
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,4.992,3,0.2,1.6848
Standard Class,Consumer,Auburn,New York,East,Office Supplies,Art,9.26,2,0.0,3.0558
Standard Class,Consumer,Auburn,New York,East,Office Supplies,Storage,105.98,2,0.0,4.2392
Standard Class,Consumer,Auburn,New York,East,Office Supplies,Fasteners,1.24,1,0.0,0.5828
Standard Class,Consumer,Auburn,New York,East,Office Supplies,Labels,20.7,2,0.0,9.936
Standard Class,Consumer,Auburn,New York,East,Office Supplies,Paper,28.9,5,0.0,14.161
Standard Class,Consumer,Auburn,New York,East,Office Supplies,Envelopes,27.18,1,0.0,12.7746
Second Class,Consumer,New York City,New York,East,Office Supplies,Storage,36.63,3,0.0,9.8901
Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,8.4,5,0.0,4.2
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,36.56,5,0.2,12.796
Standard Class,Home Office,Yonkers,New York,East,Technology,Machines,52.44,4,0.0,24.1224
Standard Class,Consumer,Yonkers,New York,East,Furniture,Furnishings,14.89,1,0.0,4.0203
Standard Class,Corporate,Oceanside,New York,East,Furniture,Furnishings,68.95,5,0.0,28.959
Standard Class,Corporate,Oceanside,New York,East,Technology,Phones,39.98,2,0.0,1.999
Second Class,Consumer,New York City,New York,East,Office Supplies,Binders,33.568,2,0.2,11.7488
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,63.94,1,0.0,24.9366
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,60.6,5,0.2,20.4525
Standard Class,Consumer,New York City,New York,East,Office Supplies,Supplies,22.72,4,0.0,6.5888
Second Class,Consumer,Oceanside,New York,East,Office Supplies,Storage,244.55,5,0.0,4.891
Second Class,Consumer,Oceanside,New York,East,Office Supplies,Envelopes,12.24,6,0.0,5.7528
Second Class,Consumer,Oceanside,New York,East,Technology,Accessories,13.98,2,0.0,6.0114
Second Class,Consumer,Rochester,New York,East,Technology,Accessories,31.95,1,0.0,2.2365
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,24.672,4,0.2,7.71
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,3.744,1,0.2,1.3104
Standard Class,Consumer,New York City,New York,East,Technology,Accessories,99.6,1,0.0,36.852
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,10.71,3,0.0,2.7846
Standard Class,Corporate,New York City,New York,East,Technology,Phones,33.0,6,0.0,8.25
Second Class,Consumer,New York City,New York,East,Office Supplies,Art,6.56,2,0.0,1.9024
Second Class,Consumer,New York City,New York,East,Office Supplies,Labels,7.83,3,0.0,3.6018
Second Class,Consumer,New York City,New York,East,Technology,Accessories,41.9,2,0.0,8.799
Second Class,Consumer,New York City,New York,East,Office Supplies,Paper,8.96,2,0.0,4.3904
First Class,Consumer,New York City,New York,East,Technology,Phones,239.97,3,0.0,2.3997
First Class,Consumer,New York City,New York,East,Office Supplies,Appliances,160.32,2,0.0,44.8896
First Class,Consumer,New York City,New York,East,Technology,Phones,128.85,3,0.0,3.8655
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,37.94,2,0.0,18.2112
Standard Class,Home Office,New York City,New York,East,Office Supplies,Art,8.0,5,0.0,3.44
Standard Class,Home Office,New York City,New York,East,Office Supplies,Storage,83.56,4,0.0,1.6712
Standard Class,Home Office,New York City,New York,East,Office Supplies,Storage,269.49,3,0.0,5.3898
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,11.05,5,0.0,2.9835
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,117.96,2,0.0,5.898
Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,21.3,5,0.0,8.733
Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,29.34,6,0.0,7.9218
Second Class,Home Office,New York City,New York,East,Office Supplies,Binders,10.528,7,0.2,3.6848
Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,40.99,1,0.0,20.0851
Second Class,Corporate,New York City,New York,East,Office Supplies,Binders,40.176,3,0.2,14.5638
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,79.44,3,0.0,30.1872
Standard Class,Consumer,New York City,New York,East,Office Supplies,Supplies,357.93,3,0.0,7.1586
Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,127.764,2,0.1,21.294
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,19.44,3,0.0,9.3312
Standard Class,Home Office,New York City,New York,East,Technology,Phones,5.94,3,0.0,1.6038
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,13.92,3,0.2,4.872
Standard Class,Consumer,Long Beach,New York,East,Technology,Phones,74.95,5,0.0,36.7255
Standard Class,Consumer,Auburn,New York,East,Office Supplies,Binders,15.528,3,0.2,5.823
Second Class,Consumer,New York City,New York,East,Furniture,Furnishings,117.36,4,0.0,36.3816
Second Class,Consumer,New York City,New York,East,Office Supplies,Labels,18.9,3,0.0,8.694
Second Class,Consumer,New York City,New York,East,Office Supplies,Paper,77.52,2,0.0,37.9848
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,19.44,3,0.0,9.3312
Same Day,Consumer,Utica,New York,East,Office Supplies,Binders,12.912,3,0.2,4.6806
Same Day,Consumer,Utica,New York,East,Office Supplies,Binders,17.088,4,0.2,5.7672
Same Day,Consumer,Utica,New York,East,Office Supplies,Labels,93.15,9,0.0,44.712
Same Day,Consumer,Utica,New York,East,Office Supplies,Labels,11.52,4,0.0,5.6448
Second Class,Home Office,New York City,New York,East,Furniture,Chairs,90.801,1,0.1,14.1246
Second Class,Home Office,New York City,New York,East,Furniture,Chairs,181.764,2,0.1,-8.0784
Second Class,Home Office,New York City,New York,East,Office Supplies,Art,5.56,2,0.0,2.224
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,14.9,5,0.0,1.043
Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,87.71,7,0.0,41.2237
Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,199.764,2,0.1,8.8784
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,94.6,4,0.0,27.434
Standard Class,Consumer,New York City,New York,East,Technology,Phones,67.8,4,0.0,1.356
First Class,Corporate,New York City,New York,East,Office Supplies,Art,10.5,5,0.0,2.94
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,81.98,2,0.0,40.1702
Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,240.784,1,0.2,30.098
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,12.96,2,0.0,6.3504
Standard Class,Consumer,Troy,New York,East,Furniture,Chairs,109.764,2,0.1,8.5372
First Class,Consumer,New York City,New York,East,Office Supplies,Supplies,54.9,5,0.0,15.372
Standard Class,Home Office,New York City,New York,East,Office Supplies,Envelopes,11.36,2,0.0,5.3392
Standard Class,Home Office,New York City,New York,East,Office Supplies,Paper,36.4,5,0.0,17.472
Standard Class,Home Office,Rochester,New York,East,Office Supplies,Storage,142.04,4,0.0,38.3508
Standard Class,Home Office,Rochester,New York,East,Office Supplies,Art,14.67,3,0.0,6.0147
Standard Class,Consumer,New York City,New York,East,Technology,Accessories,72.48,2,0.0,30.4416
